degree,specialization,skills,cgpa,certificate,job_role
BBA,business administration,HR,80.75,Yes,Technical Recruiter
B.Tech,Instrumention Engineering,Writing,60.895,No,Student (Unemployed)
B.Com,Accountancy & Finance,ACCOUNTANCY; FINANCIAL MANAGEMENT; COST ACCOUNTANCY; TAXATION,72.58,Yes,Financial Analyst
B.Tech,Electrical and Electronics Engineering,Active Listening;Hardware skills;Programming Language skills;Critical Thinking;Mass Communication,67,Yes,Site Engineer
B.Tech,Electrical and electronic Engineering,Critical Thinking;Business Knowledge;Analytical Skills;Risk management skills,63,No,site Engineer
B.Tech,Electronics and Communication Engineering,Analytical Skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;SQL,80,Yes,Data analyst
B.Tech,Electronics and Communication Engineering,Active Listening;Programming Language skills;Critical Thinking;Business Knowledge;Analytical Skills;Communication skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Artificial Intelligence;SQL,80,Yes,Associate consultant 
B.Sc,Computer Science Engineering,"Python, Java, SQL, Oracle, Programming, Logical Skills, C++, Writing, Sales",71,Yes,Student (Unemployed)
B.Tech,Electronics and communication Engineering,"Business Knowledge, Communication Skills, Negotiation Skills, Work under Pressure, Leadership, Editing, Product Knowledge, Team work, Logical Skills, Interpersonal Skills, Presentation Skills, Problem Solving skills, Mass Communication, Writing, Designing Skills, Subject Knowledge",81.13,Yes,Associate Engineer - DevOps
B.Tech,Electrical and Electronics Engineering,NO,73.15,No,associate Engineer
B.E ,Automobile Engineering,"Business Knowledge, Sales",65.55,No,Student (Unemployed)
B.Tech,Computer Science Engineering,Programming Language skills;SQL;Java;Good communication skills,64,No,Associate consultant 
BE,Electronics and Communication Engineering,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;Analytical Skills;People management;Communication skills;Negotiation skills;Mass Communication;Leadership;Editing;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;C++;Presentation Skills;Python;SQL;Java;Hospitality;HR;MATLAB;Good communication skills,75,Yes,Data Science and Game Design Trainer
BE,Electronics n Telecommunication,Programming Language skills;Critical Thinking;Analytical Skills;Finance related skills;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Designing skills;Data Visualization skills( Power Bi/ Tableau );Interpersonal skills;Presentation Skills;Python;Artificial Intelligence;Good communication skills;Teaching,67,No,I was working as Dean R n D
BE,Electrical and Electronics Engineering,"SQL, Excel, Writing, Reporting, Reading, Building Rapport, Subject Knowledge",86.45,No,Computer Software Engineer
M.Tech,Computer Science Engineering,Programming Language skills;Critical Thinking;Analytical Skills;Machine Learning skills;Python;SQL;Cloud Computing,76.95,No,Software Engineer
B.Tech,Computer Science Engineering,Programming Language skills;Analytical Skills;Machine Learning skills;Python,79,Yes,Data analyst
B.Tech,Electrical and Electronics Engineering,Programming Language skills;Critical Thinking;Analytical Skills;Communication skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;C++;R;Python;Artificial Intelligence;SQL;Cloud Computing;MATLAB,83.695,No,ZIGNA AI PVT LTD
BALLB,Law,Civil & Criminal Law,67.64,Yes,Corporate and Disputes Lawyer
BE,Mechanical Engineering,Programming Language skills;Product knowledge;Risk management skills;Machine Learning skills;Python;Excel,64.81,No,Quality Assurances Engineer
B.Tech,Mechanical Engineering,CAD/CAE(autocad/catia/ansys/proE/SeimensNX),85.025,Yes,CES-CAE- FEA Analyst
B.Tech,Mechanical Engineering,NO,76,No,Qualitative Analyst
B.Tech,Chemical Engineering,Problem Solving skills;Process Safety Management,78.85,Yes,Process Operations Engineer
B.Tech,Bcom-Accounting,Teamwork ;accounting ;business strategy; Team Management ;Marketing; strategic planning; financial analysis ;management; consulting ;budgeting; financial modelling;financial accounting ;Business Development ;corporate finance; financial reporting ;financial planning ;forecasting ;financial forecasting; financial metrics;accounts receivable; back reconciliation; business planning; business management; business analysis; managerial finance; financial structuring,66.5,Yes,Tax Consultant
BBA,Sales & Marketing,"Active Listening, Critical Thinking, Gathering Informing, Business Knowledge, Leadership, Team work",75.05,No,TRI
Master of journalism,Political science,Artistic/Creative Skills;People management;Communication skills;Mass Communication;Editing;Writing skills,58.5,No,Sub editor
BBA ,Accountancy,"Accounting Skills, Python, Analytic Thinking, Gathering Informing, Business Knowledge, Cost Accounting, Sales",87.21,Yes,Student (Unemployed)
B.E,Automobile Engineering,"Active Listening, Critical Thinking, Analytic Thinking, Gathering Informing, Business Knowledge, People Management, Communication Skills, Negotiation Skills, Work under Pressure, Leadership, News Gathering, Product Knowledge, Cost Accounting, Wealth Management, Observation Skills, Risk Managing",76,Yes,Computer Software Engineer
BE,Automobile Engineering,Team work,79.8,No,Mechanical Engineer
BCA ,Computer Applications,"Critical Thinking, Gathering Informing, Java, Editing, Creativity Skills, Team work, Interpersonal Skills, Building Rapport",66,No,Software tester
B.Sc,Agriculture,"Python, Excel, Presentation Skills, Writing, Subject Knowledge",86,No,Scientist
BE,Mechanical Engineering,CAD/CAE(autocad/catia/ansys/proE/SeimensNX),86.45,Yes,Mechanical Design Engineer
B.Arch,ArchitectureÃ,"Active Listening, AI, Critical Thinking, Gathering Informing, Business Knowledge, People Management, Communication Skills, Negotiation Skills, Work under Pressure, Leadership, News Gathering, Product Knowledge, Designing Skills, Architecture and Construction ",71.25,Yes,Junior Architect
B.Sc,Mathematics ,Critical Thinking;Analytical Skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Artificial Intelligence,76,Yes,Assistant Professor 
B.Sc,Mathematics,"AI, ML, Python, Analytic Thinking, Tableau",80,Yes,Teacher
B.Sc,Mathematics,Programming Language skills;Analytical Skills;Artificial Intelligence;SQL,60,No,Traning and Development
B.Tech,Mechanical Engineering,"SQL, Oracle, Work under Pressure, Leadership, Editing, Cost Accounting, Creativity Skills, Market Study, Team work, Excel, Linux, Ccna",72.2,Yes,Data Engineer
BA,Political Science,"Accounting Skills, Gathering Informing, Business Knowledge, People Management",53.2,No,Real e-state agent
B.Tech,Mechanical Engineering,"Analytic Thinking, Negotiation Skills, Team work",77,No,Business Analyst
B.Com,Information Technology,"Communication Skills, Negotiation Skills, Leadership, Excel, Microsoft Windows, networking basic, Computer hardware, L3 printer",58,Yes,IT SUPPORT
MBA,Human Resources,Active Listening;Hardware skills;Programming Language skills;Analytical Skills;People management;HR,78.75,No,Associative staff
B.Tech,Electronics and Communication Engineering,Programming Language skills;Critical Thinking;Leadership;Machine Learning skills;MATLAB,75,Yes,Software Engineer
B.Tech,Civil Engineering,"Creativity Skills, Programming, Teamwork, Analytical Skills, Excel, Presentation Skills",73.15,Yes,Data Engineer
BE,Electronics and Communication Engineering,Active Listening;Critical Thinking;Problem Solving skills;Writing skills;Teaching,65.455,Yes,Digital marketing executive
B.Tech,Electronics and Communication Engineering,"C, python, javascript",76,Yes,Software engineer
B.Tech,Mechanical Engineering,"Critical Thinking, Work under Pressure, Product Knowledge, Excel, Logical Skills, Presentation Skills, Problem Solving skills, Designing Skills",74.7,Yes,Mechanical Engineer
B.Com,Commerce ,Accounting Skills;Active Listening;Hardware skills;Programming Language skills;Mass Communication;Editing;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau ),89,No,Tax consultant 
B.E,Maths,"Accounting Skills, Python, Artistic skills, Communication Skills, Team work, Problem Solving skills, Writing, Designing Skills, Sales",66.5,Yes,Fruit business
BE,Automobile Engineering,"Communication Skills, Team work",71.25,No,Data Engineer
B.Tech,Electrical and Electronics Engineering,Problem Solving skills,67.45,No,Student (Unemployed)
B.E,Electrical and Electronics Engineering,"Active Listening, Python, SQL, Programming, People Management, Communication Skills, Work under Pressure, Leadership, Creativity Skills, Team work, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, Wealth Management, C++, R, Problem Solving skills, Mass Communication, Writing, Observation Skills, Risk Managing, Reporting, Reading, Subject Knowledge",70.585,Yes,Student (Unemployed)
B.Com,Commerce,"Accounting Skills, Active Listening, Artistic skills, Business Knowledge, Programming, People Management, Communication Skills, Leadership, Editing, Cost Accounting, Team work, Excel, Interpersonal Skills, Wealth Management, Problem Solving skills, Writing, Reading, Designing Skills, Sales, Subject Knowledge",75,No,Student (Unemployed)
BE,Computer Science Engineering,Programming Language skills;Java,50,Yes,Senior Associate 
B.Tech,Biotechnology," immunochemistry
Immunocytochemistry;
ImageJ and Zen2012 softwares;
SDS-PAGE;
Thin-Layer Chromatography (TLC);
Agarose Gel Electrophoresis;
Paper Chromatography",84.455,Yes,"
Research Associate"
B.Tech,Mechanical Engineering,Active Listening;Programming Language skills;Critical Thinking;Business Knowledge;Analytical Skills;Communication skills;Negotiation skills;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Interpersonal skills;Python;SQL,83.315,Yes,Program engineering (IT)
BE,Electrical Engineering,Programming Language skills;Critical Thinking;Analytical Skills;Communication skills;SQL,67.94,No,Apprentice DP world Navi Mumbai
B.Tech,Information TechNAlogy,"Work under Pressure, Team work, Interpersonal Skills, Presentation Skills, Writing",77.33,Yes,Technical writer 
BBA ,Management,"Accounting Skills, Critical Thinking, Business Knowledge, Communication Skills, Work under Pressure, Leadership, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, Problem Solving skills, Writing, Reading",71.25,No,Student (Unemployed)
BA,Economics,Critical Thinking;Business Knowledge;Analytical Skills;Communication skills;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Excel,76,Yes,Business Analyst
B.Tech,Computer Science Engineering,Wealth Management;Java,66,No,Junior Developer
B.Tech,Electronics and Communication Engineering,"Core Skills,Programming",69.35,Yes,VLSI Developer
B.Tech,Computer Science Engineering,Accounting Skills;Critical Thinking;People management;Communication skills;Java,76,No,Software Engineer
B.Tech,Mechanical Engineering,"SQL, Communication Skills, Team work",76,No,Test Analyst
B.Tech,Civil Engineering,"Python, Java, SQL",77.995,No,ASP.NET Developer
B.Tech,Mechanical Engineering,CAD/CAE(autocad/catia/ansys/proE/SeimensNX),70.3,Yes,Mechanical Design Engineer
B.Com,Accountancy,Accounting Skills,57,No,Business Analyst
B.Tech,Computer Science Engineering,Data Structures;C++;Digital Marketing;Programming;Python (Programming Language);Database Management System (DBMS);MySQL,70.87,Yes,"
Specialist Programmer"
B.Tech,Electronics & Telecommunications ,"
Information Security;Cybersecurity Incident Response;Cyber Threat Intelligence (CTI);ITIL;Server Administration;Network Security;Sumologic;Crowdstrike Falcon;Active Directory;McAfee Antivirus;CiscoASA;ShavlikArcSight;Microsoft Operating Systems;Cisco Firewall Security;Cybersecurity",81.7,Yes,Information Secuirty Analyst
BE,Automobile Engineering,"Critical Thinking, People Management, Work under Pressure, Leadership, Team work, Observation Skills",67.45,Yes,Student (Unemployed)
BE,Mechanical Engineering,Analytical Skills;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),72,No,Assistant Professor
BCA,C language,Writing skills,75,No,Data analysis
B.Tech,Electronics and Communication Engineering,NO,76,No,associate Engineer
B.Tech,Electrical and Electronics Engineering,NO,66.5,No,associate trainee
B.Tech,Electrical and Electronics Engineering,NO,66.5,No,associate Engineer
B.E,Automobile Engineering,Team work,81.7,No,Student (Unemployed)
B.Tech,Mathematics,"Excel, Presentation Skills, Problem Solving skills, Writing",57.95,No,Stock Trader
MBA,Sales & Marketing,"Leadership, Product Knowledge",87.4,Yes,Business Analyst
Diploma,NAn Coal,Risk management skills;SAP,69,Yes,Jr. Engineer
BE,Electronics and Communication Engineering,Analytical Skills;Problem Solving skills;Python;SQL,68.4,Yes,Lecturer
M.Tech,Electrical and Electronics Engineering,Active Listening;Hardware skills;Critical Thinking;Business Knowledge,77,No,Teacher
B.Tech,Electronics and Communication Engineering,"
Electronics Hardware Design;
Product Development;
Microcontrollers;
PCB Design;
Robotics;
System Deployment;
Graphic Design;
Embedded Systems;
Assembly Language;
IOT;
Battery Management Systems;Electronic Circuit Design;Electronic Hardware;
Mechatronics",68.4,Yes,"
Hardware Design Engineer"
B.Tech,Mechania,"Active Listening, Business Knowledge, Work under Pressure, Team work, Interpersonal Skills, Writing",90,No,Mechanical Engineer
B.Tech,Electrical and Electronics Engineering,"Java, Programming",80,Yes,Front End Developer
B.Tech,Data Warehousing & Data Mining,"Python, Critical Thinking, Analytic Thinking, Gathering Informing, Business Knowledge, SQL, Programming, People Management, Communication Skills, Negotiation Skills, Work under Pressure, Leadership, Product Knowledge, Creativity Skills, Excel, Interpersonal Skills, Presentation Skills, Wealth Management, Linux, Mass Communication, Tableau, Observation Skills, Risk Managing, Reading, Subject Knowledge",71.25,Yes,Data Engineer
B.Tech,Computer Science Engineering,NO,66.5,No,Web developer
MDCS,Information TechNAlogy,"Analytic Thinking, SQL, Oracle, Programming, Team work, Linux, Building Rapport, Subject Knowledge",75,Yes,Computer Software Engineer
B.Tech,Electronics and Communication Engineering,"People Management, Communication Skills, Negotiation Skills, Leadership, Creativity Skills, Team work, Interpersonal Skills, Presentation Skills",70,Yes,Business Analyst
B.Com,Commerce,Accounting Skills;Wealth Management,69.35,No,Finance consultant
BBA,business administration,HR,74.1,Yes,Technical Recruiter
B.Tech,Computer Science Engineering,"Java, SQL, Programming",73.15,No,Student (Unemployed)
BCA,"Mathematics , Computer",Communication skills,75,Yes,Medical Posting
B.Com,Accountancy,"Accounting Skills, Active Listening, Business Knowledge, Communication Skills, Leadership, Team work, Writing, Reading, Sales",58.14,No,Student (Unemployed)
B.Com,Commerce,"Leadership, Product Knowledge, Interpersonal Skills, Sales",87,No,Student (Unemployed)
B.Com,Statistics,"ML, Python, SQL, Programming, Excel, Problem Solving skills, Tableau",71.25,Yes,Sales
B.Tech,Electrical and Electronics Engineering,KiCAD;Keil;dc to dc converters;dc to ac converters;dc drives;facts devices;Matlab;Power Systems,76,Yes,Engineer-Power Electronics
BE,Electrical and Electronics Engineering,NO,65.55,No,System engineer
BE,Mechanical Engineering,Analytical Skills;People management;Leadership;Product knowledge;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;SQL,63,Yes,Intern at innodatatics
B.Com,Business Administration,Business Knowledge,76,No,Business Analyst
BA,general,Finance related skills;Civil & Criminal Law;Negotiation skills;Good communication skills,66,No,supervisor
B.Sc,Biotechnology,"Gathering Informing, Interpersonal Skills, Building Rapport, Subject Knowledge",74.1,No,Teacher
B.Sc,Agriculture,Active Listening;Gathering Information;Communication skills;Mass Communication,70.3,Yes,Sales Executive
Bhmct,Hospitality,"Active Listening, Python, Critical Thinking, Analytic Thinking, Gathering Informing, Artistic skills, Communication Skills, Work under Pressure, Excel",74.1,Yes,Transcriber/Script editor
B.Tech,Chemical Engineering,"Active Listening, ML, Python, Critical Thinking, Analytic Thinking, Gathering Informing, Artistic skills, Business Knowledge, Java, SQL, Oracle, Programming, People Management, Communication Skills, Work under Pressure, Leadership, News Gathering, Editing, Product Knowledge, Creativity Skills, Excel, Interpersonal Skills, Presentation Skills, Wealth Management, Problem Solving skills, Mass Communication, Writing, Risk Managing, Designing Skills",71.25,Yes,Student (Unemployed)
BMS,Sales & Marketing,"Reading, Sales",75.05,No,Student (Unemployed)
BA,Sociology,"ML, Python, SQL, Excel, R, Tableau",65.55,Yes,Mechanical Engineer
Arts,Literature,"Critical Thinking, Communication Skills, Leadership, Team work, Writing",66.5,No,Student (Unemployed)
B.Tech,Mechanical Engineering,"Communication Skills, Work under Pressure, Leadership, Team work, Excel, Problem Solving skills, Reading",70.3,Yes,Student (Unemployed)
MBA,BBA ,Active Listening;Hardware skills;Business Knowledge;Communication skills;Negotiation skills;Mass Communication;Problem Solving skills;Sales;Social Media Marketing;Hospitality;Good communication skills,66.5,Yes,Felix healtcare pvt ltd
B.Tech,Mathematics,Business Knowledge;Leadership;Product knowledge;Problem Solving skills;Risk management skills;Sales;HR,70,No,Engineer
BBA,Statistics,Business Knowledge;Analytical Skills;People management;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Wealth Management;Python;SQL,71,Yes,Operation Manager
BE,Plastic Design,Designing skills,68,Yes,Design engineer
B.Tech,Electrical and Electronics Engineering,"Active Listening, Work under Pressure,Teamwork,Interpersonal Skills, Presentation skills, Reading",67.45,No,Teaching
B.Tech,Mechanical Engineering,"Proeficiency in Software like STAAD PRO, ETABS",68.4,Yes,Mechanical Design Engineer
B.Sc,Chemistry,"Critical Thinking, Analytic Thinking, Team work, Problem Solving skills, Reading",85.5,Yes,Teacher
B.Tech,Computer Science Engineering ,Programming Language skills;Linux;SQL;Java,80,No,Trainee consultant - Quality 
BALLB,Law,Critical Thinking;Gathering Information;Civil & Criminal Law,70.585,Yes,Lawyer -IPR
B.Tech,Mechanical Engineering,"Team work, Observation Skills",73.15,No,Mechanical Engineer
B.Sc,Computers,Analytical Skills;Machine Learning skills;Sales;Python;HR,65,Yes,Medical and sales reprasentative
B.Com,"Accounts,public finance,ecoNAmics,business studies",Social Media Marketing,58,Yes,Teaching job
B.Tech,Civil Engineering,construction management,64.6,Yes,Civil & Structural Engineer
B.Tech,Civil Engineering,"Proeficiency in Software like STAAD PRO, ETABS",78.185,Yes,Civil & Structural Engineer
BCA,Science ,"Communication skills;Leadership;Problem Solving skills;Hospitality;HR;Client management;Good communication skills;Foreign languages french, Spanish ",72,No,Associate it consultant - erp
B.Tech,Computer Science Engineering,NO,66.5,No,Intern
B.Tech,Electrical and Electronics Engineering,"ML, Python",72.12,No,Data Scientist
Hsc,Communication & Political Science,"Leadership, Mass Communication, Reading, Sales",59,No,Tele-caller
B.Tech,Electronics and Communication Engineering,NO,65.55,No,Assistant system engineer trainee
B.Tech,Electronics and Communication Engineering,"ML, Python, Critical Thinking, Analytic Thinking, SQL, Editing, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, C++, Reading",76,Yes,Student (Unemployed)
BE,Automobile Engineering,Leadership;Product knowledge;Problem Solving skills,77.9,No,GAT- Engine testing engineer
B.Tech,Civil Engineering,"Proeficiency in Software like STAAD PRO, ETABS",86.45,Yes,Civil & Structural Engineer
B.Tech,Civil Engineering,"Proeficiency in Software like STAAD PRO, ETABS",91.295,Yes,Civil & Structural Engineer
BBA,Literature,Analytic Thinking,76,No,Housewife
M.Tech,Electrical and Electronics Engineering,Communication skills;Presentation Skills;Artificial Intelligence,79,No,sub Engineer
B.Tech,Electrical and Electronics Engineering,People management;Architecture,69,No,Site Engineer
B.Tech,Electronics and Communication Engineering,"Java, SQL",74.1,No,Java Developer
B.Sc,Physics,"AI, Python, Editing, Problem Solving skills",79.8,No,Student (Unemployed)
BA,General,Business Knowledge;People management;Product knowledge,77,No,Telemarketer
TYB.COM,Commerce,"Active Listening, Analytic Thinking, Business Knowledge, People Management, Communication Skills, Leadership, Product Knowledge, Creativity Skills, Market Study, Team work, Logical Skills, Presentation Skills, Writing, Observation Skills",28.5,No,Student (Unemployed)
B.Tech,Electrical and Electronics Engineering,DevOps;Kubernetes;Docker;Jenkins;Linux;Bash Script;Grafana;Elastic Stack (ELK);Amazon Web Services (AWS);Git;Linux System Administration;Ansible;Elasticsearch;OpenStack;Apache Kafka;Redis;docker;Bash;prometheus;Nginx,68.115,Yes,DevOps Engineer 
B.Tech,Electrical and Electronics Engineering,"C,C++,Java,JavaScript,Python",78.85,Yes,Software developer
B.Sc,Physics,"Active Listening, Analytic Thinking, Gathering Informing, Artistic skills, Business Knowledge, SQL, Communication Skills, News Gathering, Editing, Creativity Skills, Team work, Excel, Presentation Skills, C++, Writing, Reading, Designing Skills",76.95,Yes,Data entry operator 
BBA,Business Administration,Recruiting,76.95,Yes,HR executive
M.Sc,Science,Critical Thinking;Gathering Information;Leadership;Editing;Product knowledge;Problem Solving skills;Writing skills;Machine Learning skills;Interpersonal skills;Medical knowledge,82,Yes,Senior Editor
B.Tech,Electronics ,Active Listening;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;People management;Communication skills;Negotiation skills;Mass Communication;Leadership;Product knowledge;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Sales;Social Media Marketing;Interpersonal skills;Wealth Management;Presentation Skills;R;Python;SQL;Content creation;Good communication skills,69,No,BUSINESS DEVELOPMENT MANAGER
BE,Automobile Engineering,"Active Listening, Critical Thinking, Analytic Thinking, Gathering Informing, Business Knowledge, Leadership, Market Study, Team work, Interpersonal Skills, Wealth Management, Risk Managing",71.63,Yes,Student (Unemployed)
B.E,Automobile Engineering,"Artistic skills, Business Knowledge, People Management, Editing, Product Knowledge, Creativity Skills, Team work, Designing Skills",73.245,No,Project Associate
Diploma,Mechanical Machines ,Critical Thinking;People management;Leadership;Product knowledge;Problem Solving skills;SAP,60,Yes,Technical Associate 
Degree,Bio technology,Sales,60,No,Business 
B.Tech,Computer Science Engineering,"AI, ML, Python",85.5,Yes,Data Scientist
B.Com,Accountancy,Accounting Skills,82,No,Tech support 
BMS,Sales & Marketing,"Gathering Informing, Communication Skills, Editing, Presentation Skills, Observation Skills, Reading, Subject Knowledge",80,No,HR
B.Tech,CEE,Python,85.5,No,Software developer
B.Sc,Computers,Active Listening;Gathering Information;Business Knowledge;Good communication skills,70,Yes,Researcher
BE,Computer Science Engineering,NO,66.5,No,Software Developer
BA,Advertising,Active Listening;Critical Thinking;Gathering Information;Artistic/Creative Skills;People management;Communication skills;Negotiation skills;Mass Communication;Editing;Problem Solving skills;Writing skills;Social Media Marketing;Presentation Skills;Content creation,82.65,Yes,Content writer and creative strategist
B.Tech,Computer Science Engineering,"JS, PHP,CSS,HTML, Android",78.85,Yes,IT Engineer
BE,Elections and telecommunication engineering,Python;SQL;Java;Cloud Computing,78.67,Yes,Software testing
BCA,Computer Applications,Programming Language skills;SQL;Java;Cloud Computing,63.46,No,Programmer analyst
B.Com,Accountancy,"Accounting Skills, Active Listening, Critical Thinking, Analytic Thinking, Gathering Informing, Business Knowledge, People Management, Communication Skills, Negotiation Skills, Leadership, Product Knowledge, Cost Accounting, Excel",80.75,Yes,Student (Unemployed)
B.Tech,Computer Science Engineering,"Full stack, SQL",78.85,Yes,QA Analyst
BCA,Software Development,Business Knowledge;Analytical Skills;Data Visualization skills( Power Bi/ Tableau );C++;Linux;Python;Java,62.35,Yes,Entry Level Software Engineer
B.Tech,Computer Science Engineering,"Python, Java, SQL",72.96,No,PAT
B.Com,Computer Applications,Derivatives,65.55,No,Computer Software Engineer
BE,Mechanical Engineering,People management;SAP,60.75,Yes,SAP consultant
B.Tech,Computer Science Engineering,NO,74.1,No,FSC
MA,Sociology,Active Listening;Communication skills;Product knowledge;Problem Solving skills;Hospitality,51,Yes,Customer care
B.Tech,Computer Science Engineering,NO,76,No,Developer
B.Tech,Computer Science Engineering,"SQL, Communication Skills",72.01,Yes,Computer Software Engineer
BBA,Financial Analyst,"
Project Finance;Financial Modeling;Business Strategy",83.98,Yes,Financial Analyst
B.Tech,Psychology,"Accounting Skills, Active Listening, Artistic skills, People Management, Civil & Criminal Law, Communication Skills, Negotiation Skills, Work under Pressure, Leadership, Creativity Skills, Logical Skills, Interpersonal Skills, Problem Solving skills, Observation Skills, Risk Managing, Designing Skills",85.5,No,Psychologist
B.Tech,Computer Science Engineering,"Accounting Skills, Active Listening, ML, Critical Thinking, Artistic skills, Java, Communication Skills, News Gathering, Product Knowledge",60,No,Student (Unemployed)
B.Tech,Computer Science Engineering,"Gathering Informing, Business Knowledge, SQL, Leadership, Writing, Designing Skills",74.4,Yes,Business Analyst
BA,Tamil,People management,74.1,No,Lecturer
B.Sc,Physics,Teaching ,86,No,Teacher
B.Tech,Computer Science Engineering,"
Threat & Vulnerability Management;Endpoint Security;Vulnerability Assessment;ISO 27001;Information Security;proofpoint;Palo Alto Networks;Symantec Endpoint Protection;SophosS;Vulnerability Management;Security Information and Event Management (SIEM);Threat Analysis;Threat Assessment;Splunk;ISO 27001 Lead Auditor;Pki;Cyber Security Risk;Cybersecurity Incident Response;Vulnerability Scanning;Security",77.33,Yes,Cyber Security Analyst
B.E,Automobile Engineering,"Critical Thinking, Business Knowledge, Civil & Criminal Law, Communication Skills, Negotiation Skills, Work under Pressure, News Gathering, Product Knowledge, Market Study, Team work, Excel",79.8,Yes,FITNESS CONSULTANT EXPERT 
Master of journalism,Journalism ,Active Listening;Gathering Information;Artistic/Creative Skills;People management;Communication skills;Mass Communication;Problem Solving skills;Writing skills;Social Media Marketing;Content creation;Client management,68,Yes,Copywriter 
B.Sc,Computer Applications,"Business Knowledge, Communication Skills",76,No,Student (Unemployed)
BE,Electronics and telecommunication,Programming Language skills;Communication skills;Problem Solving skills;Python;MATLAB,61.75,No,Assistant system engineer trainee
G. N. M Nurshing,Hospitality,"Logical Skills, Presentation Skills, Observation Skills, Subject Knowledge",76.95,No,Medical Practitioner
B.Sc,Microbiology genetics,Subject Knowledge,96,Yes,Student (Unemployed)
B.Tech,Information TechNAlogy,"Active Listening, AI, Critical Thinking, Analytic Thinking, Artistic skills, Java, Communication Skills, Work under Pressure, Leadership, Editing, Product Knowledge, Creativity Skills, Team work, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, Mass Communication, Writing, Tableau, Reading, Designing Skills",70.49,No,Software engineer 
B.Com,Commerce,Accounting Skills,78.565,No,Student (Unemployed)
B.Tech,Mechanical Engineering,"Python, Critical Thinking, Programming, Editing, Creativity Skills, Market Study, Team work, Excel, C++, Linux, Problem Solving skills",67.83,Yes,Student (Unemployed)
MCA,Computer Science Engineering,Accounting Skills,65,No,Accountant
B.Tech,BiotechNAlogy,"Real-Time Polymerase Chain Reaction (qPCR);
Environmental Biotechnology;
Molecular Biology",85.5,Yes,"
Biocurator"
B.Tech,Computer Science Engineering,Programming Language skills;Gathering Information;Analytical Skills;Python;Artificial Intelligence,80.5,Yes,nothing
B.Tech,Mechanical Engineering,"Active Listening, Programming, Work under Pressure, Teamwork,Excel,Logical Skills Interpersonal Skills, Presentation skills, Reading",74.1,No,SQL Developer
B.Tech,Computer Science Engineering,Programming Language skills;Critical Thinking;Gathering Information;People management;Communication skills;Leadership;SQL;Java,70.3,Yes,Software engineer
BE,Automobile Engineering,Active Listening;Gathering Information;Communication skills;Product knowledge;Writing skills;Presentation Skills;Good communication skills,83.41,No,TESTING ENGINEER
B.Pharmacy,Mining ,Programming Language skills;Critical Thinking;Analytical Skills;Communication skills;Machine Learning skills;Python;Artificial Intelligence;SQL,76,Yes,Pharma Benefit Analyst 
B.Tech,B.tech,"Python, SQL",74.1,No,Student (Unemployed)
BE,Automobile Engineering,"Wealth Management, Problem Solving skills",65.74,No,Student (Unemployed)
B.Tech,Computer Science Engineering,Web Application Security;Vulnerability Assessment;OWASP;Penetration Testing;Shell Scripting;Python (Programming Language);Ethical Hacking;Web Application Security Assessment;Application Security,79.8,Yes,Cyber Security Engineer
B.Tech,Electrical and Electronics Engineering,"Proeficiency in Software like STAAD PRO, ETABS",79.8,Yes,Maintenance Engineer-Electrical
B.Sc,Chemistry,"Active Listening, Artistic skills, Communication Skills, Work under Pressure, Editing, Product Knowledge, Creativity Skills, Market Study, Team work, Excel, Sales",67,Yes,Medical Practitioner
BE,Computer Science Engineering,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Business Knowledge;Analytical Skills;Finance related skills;People management;Communication skills;Mass Communication;Leadership;Product knowledge;Problem Solving skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Interpersonal skills;Wealth Management;Presentation Skills;Linux;Python;Artificial Intelligence;SQL;Java;Cloud Computing,83.6,Yes,Associate Data Scientist
BALLB,Law,Civil & Criminal Law,71.25,Yes,Law Intern
